ts,brand,category,idtype_count,device_cummulative_cnts,,,,,,
6/14/2021,Nec,Printer,1,4,,,,,,
6/14/2021,Oki,Printer,1,46,,,,,,
6/14/2021,Panasonic,Printer,1,160,,,,,,
6/14/2021,Ricoh,Printer,2,76,,,,,,
6/14/2021,Samsung,Printer,2,510,,,,,,
6/14/2021,Toshiba,Printer,1,16,,,,,,
6/14/2021,Toybox,Printer,1,22,,,,,,
6/14/2021,Trendnet,Printer,1,15,,,,,,
6/14/2021,Ultimaker,Printer,1,1,,,,,,
6/14/2021,Ultimaker 3D,Printer,1,3,,,,,,
6/14/2021,Xerox,Printer,6,3110,,,,,,
6/14/2021,Zebra,Printer,1,12,,,,,,
6/14/2021,Actiontec,Range extender,2,9,,,,,,
6/14/2021,Arris,Range extender,2,13,,,,,,
6/14/2021,Asus,Range extender,1,1,,,,,,
6/14/2021,D-Link,Range extender,1,29,,,,,,
6/14/2021,Eve,Range extender,1,4,,,,,,
6/14/2021,goCoax,Range extender,1,3,,,,,,
6/14/2021,Google,Range extender,1,942,,,,,,
6/14/2021,Linksys,Range extender,2,3,,,,,,
6/14/2021,Netgear,Range extender,11,88,,,,,,
6/14/2021,Samsung,Range extender,1,738,,,,,,
6/14/2021,TP-Link,Range extender,13,585,,,,,,
6/14/2021,Verizon,Range extender,1,2,,,,,,
6/14/2021,360,Robot vacuum cleaner,2,17,,,,,,
6/14/2021,Bissell,Robot vacuum cleaner,1,283,,,,,,
6/14/2021,Dyson,Robot vacuum cleaner,2,62,,,,,,
6/14/2021,Ecovacs,Robot vacuum cleaner,1,960,,,,,,
6/14/2021,eufy,Robot vacuum cleaner,3,45,,,,,,
6/14/2021,iRobot,Robot vacuum cleaner,1,14114,,,,,,
6/14/2021,Narwal,Robot vacuum cleaner,1,5,,,,,,
6/14/2021,Neabot,Robot vacuum cleaner,1,17,,,,,,
6/14/2021,Neato,Robot vacuum cleaner,4,473,,,,,,
6/14/2021,Plus 360,Robot vacuum cleaner,1,6,,,,,,
6/14/2021,Samsung,Robot vacuum cleaner,1,291,,,,,,
6/14/2021,Shark,Robot vacuum cleaner,1,1906,,,,,,
6/14/2021,Xiaomi,Robot vacuum cleaner,6,386,,,,,,
6/14/2021,ABB,Router,1,2,,,,,,
6/14/2021,Actiontec,Router,2,5,,,,,,
6/14/2021,Adtran,Router,1,9,,,,,,
6/14/2021,Alcatel,Router,1,1,,,,,,
6/14/2021,Allied,Router,1,1,,,,,,
6/14/2021,Apple,Router,4,1220,,,,,,
6/14/2021,Araknis,Router,9,120,,,,,,
6/14/2021,Arris,Router,7,41,,,,,,
6/14/2021,ARRIS,Router,14,114,,,,,,
6/14/2021,Aruba,Router,1,14,,,,,,
6/14/2021,Askey,Router,3,11,,,,,,
6/14/2021,Asus,Router,1,2,,,,,,
6/14/2021,ASUS,Router,2,326,,,,,,
6/14/2021,ASUSTeK,Router,3,3,,,,,,
6/14/2021,AT&T,Router,1,3,,,,,,
6/14/2021,BEC,Router,1,1,,,,,,
6/14/2021,Belkin,Router,9,22,,,,,,
6/14/2021,Broadband,Router,1,2,,,,,,
6/14/2021,Broadcom,Router,1,3,,,,,,
6/14/2021,BUFFALO,Router,13,14,,,,,,
6/14/2021,Buffalo,Router,1,153,,,,,,
6/14/2021,Calix,Router,1,1,,,,,,
6/14/2021,Cisco,Router,7,110,,,,,,
6/14/2021,corega,Router,1,1,,,,,,
6/14/2021,Creston,Router,1,1,,,,,,
6/14/2021,Crestron,Router,1,4,,,,,,
6/14/2021,D-Link,Router,10,121,,,,,,
6/14/2021,DD-WRT,Router,3,3,,,,,,
6/14/2021,Echostar,Router,1,30,,,,,,
6/14/2021,Elecom,Router,8,22,,,,,,
6/14/2021,ELECOM,Router,1,1,,,,,,
6/14/2021,EXOS,Router,1,8,,,,,,
6/14/2021,FreeBSD,Router,1,3,,,,,,
6/14/2021,Generic,Router,1,3,,,,,,
6/14/2021,GL.iNet,Router,3,10,,,,,,
6/14/2021,Google,Router,2,16,,,,,,
6/14/2021,Google Fiber,Router,1,1,,,,,,
6/14/2021,Greenwave,Router,1,1,,,,,,
6/14/2021,HFR,Router,1,1,,,,,,
6/14/2021,Hitron,Router,7,64,,,,,,
6/14/2021,Huawei,Router,3,24,,,,,,
6/14/2021,I-O,Router,12,23,,,,,,
6/14/2021,Inprocomm,Router,1,98,,,,,,
6/14/2021,Intel,Router,1,1,,,,,,
6/14/2021,IO Data,Router,12,30,,,,,,
6/14/2021,Jungo,Router,1,20,,,,,,
6/14/2021,Kaon,Router,1,1,,,,,,
6/14/2021,KDDI,Router,2,7,,,,,,
6/14/2021,Legrand,Router,3,14,,,,,,
6/14/2021,Linksys,Router,25,576,,,,,,
6/14/2021,Linux,Router,1,31,,,,,,
6/14/2021,Luma,Router,1,5,,,,,,
6/14/2021,Luxul,Router,1,17,,,,,,
6/14/2021,Microsoft,Router,1,2,,,,,,
6/14/2021,Mikrotik,Router,1,77,,,,,,
6/14/2021,Mimosa,Router,1,3,,,,,,
6/14/2021,MitraStar,Router,1,2,,,,,,
6/14/2021,NEC,Router,4,21,,,,,,
6/14/2021,NECAccessTechnica,Router,1,30,,,,,,
6/14/2021,Netgear,Router,69,1401,,,,,,
6/14/2021,NETGEAR,Router,48,112,,,,,,
6/14/2021,NetGear,Router,2,4,,,,,,
6/14/2021,Netgear Orbi,Router,4,115,,,,,,
6/14/2021,Nexxt,Router,1,1,,,,,,
6/14/2021,Nokia,Router,2,3,,,,,,
6/14/2021,OpenWRT,Router,1,86,,,,,,
6/14/2021,Panasonic,Router,2,12,,,,,,
6/14/2021,Peplink,Router,2,3,,,,,,
6/14/2021,Planet,Router,1,2,,,,,,
6/14/2021,Planex,Router,1,1,,,,,,
6/14/2021,Ralink,Router,1,2,,,,,,
6/14/2021,Realtek,Router,3,62,,,,,,
6/14/2021,Rock Space,Router,1,1,,,,,,
6/14/2021,rockspace,Router,1,2,,,,,,
6/14/2021,Ruckus,Router,2,37,,,,,,
6/14/2021,Sagemcom,Router,5,71,,,,,,
6/14/2021,Samsung,Router,1,22,,,,,,
6/14/2021,Sercomm,Router,1,2,,,,,,
6/14/2021,SmartRG,Router,1,19,,,,,,
6/14/2021,SnapAV,Router,2,2,,,,,,
6/14/2021,Synology,Router,1,6,,,,,,
6/14/2021,Technicolor,Router,4,13,,,,,,
6/14/2021,Tomato,Router,1,1,,,,,,
6/14/2021,TP-LINK,Router,13,21,,,,,,
6/14/2021,TP-Link,Router,61,469,,,,,,
6/14/2021,Trendnet,Router,1,1,,,,,,
6/14/2021,TRENDnet,Router,6,9,,,,,,
6/14/2021,TRENDNET,Router,1,1,,,,,,
6/14/2021,Ubee,Router,1,1,,,,,,
6/14/2021,Ubiquiti,Router,6,42,,,,,,
6/14/2021,UPNP MANUFACTURER,Router,1,3,,,,,,
6/14/2021,Verizon,Router,3,9,,,,,,
6/14/2021,ViaSat,Router,1,10,,,,,,
6/14/2021,Wireless,Router,1,3,,,,,,
6/14/2021,XCI,Router,1,1,,,,,,
6/14/2021,Xiaomi,Router,2,28,,,,,,
6/14/2021,ZTE,Router,1,1,,,,,,
6/14/2021,ZyXEL,Router,4,4,,,,,,
6/14/2021,Zyxel,Router,4,5,,,,,,
6/14/2021,Fitbit,Scale,3,168,,,,,,
6/14/2021,Qardio,Scale,1,5,,,,,,
6/14/2021,Shenzhen,Scale,1,94,,,,,,
6/14/2021,Withings,Scale,2,868,,,,,,
6/14/2021,Yolanda,Scale,1,7,,,,,,
6/14/2021,Yunmai mini,Scale,1,1,,,,,,
6/14/2021,Belkin,Sensor,1,26,,,,,,
6/14/2021,Connected Life Labs,Sensor,1,11,,,,,,
6/14/2021,D-Link,Sensor,3,16,,,,,,
6/14/2021,Escort,Sensor,1,8,,,,,,
6/14/2021,Flo,Sensor,1,140,,,,,,
6/14/2021,Ideal Sciences,Sensor,1,51,,,,,,
6/14/2021,Kangaroo,Sensor,1,136,,,,,,
6/14/2021,Kinetico,Sensor,1,8,,,,,,
6/14/2021,Leak Alert,Sensor,1,12,,,,,,
6/14/2021,LeakBot,Sensor,1,2,,,,,,
6/14/2021,LeakSmart,Sensor,1,5,,,,,,
6/14/2021,Leeo,Sensor,1,9,,,,,,
6/14/2021,Level Sense,Sensor,1,8,,,,,,
6/14/2021,NoiseAware,Sensor,1,106,,,,,,
6/14/2021,Purpleair,Sensor,1,34,,,,,,
6/14/2021,Roost,Sensor,1,53,,,,,,
6/14/2021,Shelly,Sensor,3,10,,,,,,
6/14/2021,Ting,Sensor,1,73,,,,,,
6/14/2021,2K,Set top box,1,2,,,,,,
6/14/2021,A95X,Set top box,1,1,,,,,,
6/14/2021,Abox,Set top box,1,12,,,,,,
6/14/2021,AirTV,Set top box,1,13,,,,,,
6/14/2021,Amazon,Set top box,10,143145,,,,,,
6/14/2021,Amino,Set top box,2,2607,,,,,,
6/14/2021,Android,Set top box,1,1,,,,,,
6/14/2021,Apple,Set top box,5,30981,,,,,,
6/14/2021,Arabic,Set top box,1,2,,,,,,
6/14/2021,Arris,Set top box,5,239,,,,,,
6/14/2021,At&t,Set top box,1,425,,,,,,
6/14/2021,Availink,Set top box,1,4,,,,,,
6/14/2021,AVerMedia,Set top box,1,18,,,,,,
6/14/2021,Beelink,Set top box,1,1,,,,,,
6/14/2021,Bell,Set top box,2,11,,,,,,
6/14/2021,BeyondTV,Set top box,1,363,,,,,,
6/14/2021,Blaupunkt,Set top box,1,1,,,,,,
6/14/2021,Caavo,Set top box,1,47,,,,,,
6/14/2021,Cable Plus,Set top box,1,426,,,,,,
6/14/2021,Cisco,Set top box,5,327,,,,,,
6/14/2021,Comcast,Set top box,2,4510,,,,,,
6/14/2021,Denon,Set top box,1,1253,,,,,,
6/14/2021,DIRECTV,Set top box,1,5414,,,,,,
6/14/2021,Dish,Set top box,8,10049,,,,,,
6/14/2021,Dynalink,Set top box,1,4,,,,,,
6/14/2021,EasyView,Set top box,1,1,,,,,,
6/14/2021,Facebook,Set top box,1,21,,,,,,
6/14/2021,Formuler,Set top box,2,35,,,,,,
6/14/2021,Foxtel,Set top box,2,36,,,,,,
6/14/2021,GLOBAL4K,Set top box,1,2,,,,,,
6/14/2021,Google,Set top box,7,55187,,,,,,
6/14/2021,Himedia,Set top box,1,11,,,,,,
6/14/2021,HiSilicon,Set top box,2,32,,,,,,
6/14/2021,Hismart,Set top box,1,2,,,,,,
6/14/2021,HKE360,Set top box,1,487,,,,,,
6/14/2021,HUMAX,Set top box,9,2146,,,,,,
6/14/2021,Infomir,Set top box,8,445,,,,,,
6/14/2021,Internet,Set top box,1,6,,,,,,
6/14/2021,J:COM,Set top box,2,33245,,,,,,
6/14/2021,Kaon,Set top box,1,505,,,,,,
6/14/2021,Leevi,Set top box,1,1,,,,,,
6/14/2021,Link,Set top box,1,1,,,,,,
6/14/2021,Logitech,Set top box,1,1,,,,,,
6/14/2021,Magic TV,Set top box,1,3,,,,,,
6/14/2021,Marantz,Set top box,23,392,,,,,,
6/14/2021,Mecool,Set top box,1,3,,,,,,
6/14/2021,Mstar,Set top box,1,15,,,,,,
6/14/2021,MXQ,Set top box,1,5,,,,,,
6/14/2021,myTV,Set top box,1,873,,,,,,
6/14/2021,Netgem,Set top box,1,1,,,,,,
6/14/2021,Nvidia,Set top box,2,1484,,,,,,
6/14/2021,Onkyo,Set top box,13,697,,,,,,
6/14/2021,Optimum,Set top box,2,19,,,,,,
6/14/2021,Percee,Set top box,1,3,,,,,,
6/14/2021,Philips,Set top box,1,219,,,,,,
6/14/2021,Pioneer,Set top box,1,73,,,,,,
6/14/2021,R,Set top box,1,1,,,,,,
6/14/2021,Realtek,Set top box,1,4,,,,,,
6/14/2021,Roku,Set top box,24,96300,,,,,,
6/14/2021,Samsung,Set top box,1,990,,,,,,
6/14/2021,SiliconDust,Set top box,1,218,,,,,,
6/14/2021,Sky,Set top box,1,4,,,,,,
6/14/2021,Sky+,Set top box,1,1,,,,,,
6/14/2021,Sling,Set top box,1,1017,,,,,,
6/14/2021,Slingbox,Set top box,4,102,,,,,,
6/14/2021,Smart,Set top box,1,26,,,,,,
6/14/2021,Sony,Set top box,3,18,,,,,,
6/14/2021,Stream,Set top box,1,9,,,,,,
6/14/2021,Super,Set top box,1,1,,,,,,
6/14/2021,Technicolor,Set top box,5,3654,,,,,,
6/14/2021,Titan,Set top box,1,3,,,,,,
6/14/2021,Tivo,Set top box,1,56142,,,,,,
6/14/2021,TSB,Set top box,1,1,,,,,,
6/14/2021,Unblock,Set top box,1,31,,,,,,
6/14/2021,Valve,Set top box,1,105,,,,,,
6/14/2021,Vidaa,Set top box,1,4,,,,,,
6/14/2021,Vodafone,Set top box,1,8,,,,,,
6/14/2021,VOO,Set top box,1,1,,,,,,
6/14/2021,WorldMax,Set top box,1,3,,,,,,
6/14/2021,X92,Set top box,1,4,,,,,,
6/14/2021,X96,Set top box,3,10,,,,,,
6/14/2021,Xgimi,Set top box,1,12,,,,,,
6/14/2021,Xiaomi,Set top box,11,470,,,,,,
6/14/2021,Aera,Smart appliance,1,95,,,,,,
6/14/2021,Alpine,Smart appliance,1,7,,,,,,
6/14/2021,Amazon,Smart appliance,2,2156,,,,,,
6/14/2021,Anki,Smart appliance,1,106,,,,,,
6/14/2021,Annaboto,Smart appliance,1,4,,,,,,
6/14/2021,Anova,Smart appliance,1,1,,,,,,
6/14/2021,Anova Culinary,Smart appliance,2,137,,,,,,
6/14/2021,Antminer,Smart appliance,3,42,,,,,,
6/14/2021,AppUnique,Smart appliance,1,45,,,,,,
6/14/2021,Aquanta,Smart appliance,1,19,,,,,,
6/14/2021,Barnes and Noble,Smart appliance,9,465,,,,,,
6/14/2021,Beautyrest,Smart appliance,1,106,,,,,,
6/14/2021,Benewtech,Smart appliance,1,4,,,,,,
6/14/2021,Big Ass Fans,Smart appliance,2,147,,,,,,
6/14/2021,Bosch,Smart appliance,3,7,,,,,,
6/14/2021,Cambium,Smart appliance,1,4,,,,,,
6/14/2021,Camp Chef,Smart appliance,1,46,,,,,,
6/14/2021,ChargePoint,Smart appliance,1,112,,,,,,
6/14/2021,Chef iQ,Smart appliance,1,5,,,,,,
6/14/2021,Circle,Smart appliance,1,140,,,,,,
6/14/2021,Clover,Smart appliance,1,72,,,,,,
6/14/2021,Coinmine,Smart appliance,1,5,,,,,,
6/14/2021,Dahua,Smart appliance,1,2,,,,,,
6/14/2021,DeLonghi,Smart appliance,1,2,,,,,,
6/14/2021,Delta,Smart appliance,1,49,,,,,,
6/14/2021,Dohome,Smart appliance,1,8,,,,,,
6/14/2021,Dyson,Smart appliance,2,421,,,,,,
6/14/2021,Emporia,Smart appliance,1,95,,,,,,
6/14/2021,Epson,Smart appliance,1,51,,,,,,
6/14/2021,Fi,Smart appliance,1,7,,,,,,
6/14/2021,Flame Boss,Smart appliance,1,31,,,,,,
6/14/2021,FunguyPro,Smart appliance,1,2,,,,,,
6/14/2021,Garmin,Smart appliance,1,31,,,,,,
6/14/2021,GE,Smart appliance,1,2678,,,,,,
6/14/2021,Haier,Smart appliance,1,3,,,,,,
6/14/2021,Hatch,Smart appliance,1,656,,,,,,
6/14/2021,Hisense,Smart appliance,1,41,,,,,,
6/14/2021,Hunter,Smart appliance,1,247,,,,,,
6/14/2021,HV,Smart appliance,2,10,,,,,,
6/14/2021,iAquaLink,Smart appliance,1,348,,,,,,
6/14/2021,iDevices,Smart appliance,1,11,,,,,,
6/14/2021,iHome,Smart appliance,1,65,,,,,,
6/14/2021,Ingenico,Smart appliance,1,57,,,,,,
6/14/2021,Innosilicon,Smart appliance,1,6,,,,,,
6/14/2021,Intesis,Smart appliance,1,1,,,,,,
6/14/2021,JuiceBox,Smart appliance,1,17,,,,,,
6/14/2021,Kobo,Smart appliance,2,334,,,,,,
6/14/2021,Konke,Smart appliance,1,17,,,,,,
6/14/2021,Levoit,Smart appliance,1,83,,,,,,
6/14/2021,LG,Smart appliance,1,3020,,,,,,
6/14/2021,Litter-Robot,Smart appliance,1,75,,,,,,
6/14/2021,Logitech,Smart appliance,1,267,,,,,,
6/14/2021,Lovebox,Smart appliance,1,30,,,,,,
6/14/2021,MedaCube,Smart appliance,1,2,,,,,,
6/14/2021,MegaTec,Smart appliance,1,5,,,,,,
6/14/2021,Mill,Smart appliance,1,6,,,,,,
6/14/2021,Moen,Smart appliance,1,3,,,,,,
6/14/2021,Navien,Smart appliance,1,28,,,,,,
6/14/2021,Nebula,Smart appliance,1,144,,,,,,
6/14/2021,Nightingale,Smart appliance,1,7,,,,,,
6/14/2021,Onefinity,Smart appliance,1,4,,,,,,
6/14/2021,OpenEVSE,Smart appliance,1,7,,,,,,
6/14/2021,Pax,Smart appliance,1,22,,,,,,
6/14/2021,PAX,Smart appliance,3,43,,,,,,
6/14/2021,Pentair,Smart appliance,1,105,,,,,,
6/14/2021,Petkit,Smart appliance,2,117,,,,,,
6/14/2021,Petoneer,Smart appliance,1,5,,,,,,
6/14/2021,Philips,Smart appliance,1,2,,,,,,
6/14/2021,Pitboss,Smart appliance,1,254,,,,,,
6/14/2021,Pura,Smart appliance,1,1357,,,,,,
6/14/2021,Rheem,Smart appliance,1,438,,,,,,
6/14/2021,Rinnai,Smart appliance,1,37,,,,,,
6/14/2021,Roadie,Smart appliance,1,2,,,,,,
6/14/2021,Rotimatic,Smart appliance,1,31,,,,,,
6/14/2021,Samsung,Smart appliance,3,1045,,,,,,
6/14/2021,SharkRF,Smart appliance,2,9,,,,,,
6/14/2021,Siemens,Smart appliance,2,2,,,,,,
6/14/2021,SimpliSafe,Smart appliance,1,33,,,,,,
6/14/2021,Sleep Number,Smart appliance,1,2799,,,,,,
6/14/2021,Smappee,Smart appliance,1,3,,,,,,
6/14/2021,Somfy,Smart appliance,1,85,,,,,,
6/14/2021,Sony,Smart appliance,1,76,,,,,,
6/14/2021,Sub-Zero Wolf,Smart appliance,1,133,,,,,,
6/14/2021,Tesla,Smart appliance,1,173,,,,,,
6/14/2021,Tespo,Smart appliance,1,7,,,,,,
6/14/2021,Thermador,Smart appliance,3,36,,,,,,
6/14/2021,Thermomix,Smart appliance,1,131,,,,,,
6/14/2021,Tolino,Smart appliance,1,3,,,,,,
6/14/2021,Toniebox,Smart appliance,1,77,,,,,,
6/14/2021,TP-Link,Smart appliance,1,10,,,,,,
6/14/2021,Uconnect,Smart appliance,1,2,,,,,,
6/14/2021,Viessmann,Smart appliance,1,1,,,,,,
6/14/2021,Vocolinc,Smart appliance,1,4,,,,,,
6/14/2021,WAC Lighting,Smart appliance,1,13,,,,,,
6/14/2021,Walabot,Smart appliance,1,8,,,,,,
6/14/2021,Waterguru,Smart appliance,1,28,,,,,,
6/14/2021,Whirlpool,Smart appliance,3,307,,,,,,
6/14/2021,Worx,Smart appliance,1,6,,,,,,
6/14/2021,Xiaomi,Smart appliance,3,58,,,,,,
6/14/2021,Youdao,Smart appliance,1,6,,,,,,
6/14/2021,ZWO,Smart appliance,1,7,,,,,,
6/14/2021,Amazon,Smart monitor,1,6591,,,,,,
6/14/2021,Ecowater,Smart monitor,1,61,,,,,,
6/14/2021,Encored,Smart monitor,1,2,,,,,,
6/14/2021,Energy,Smart monitor,1,38,,,,,,
6/14/2021,Eyedro,Smart monitor,1,11,,,,,,
6/14/2021,Flume,Smart monitor,1,103,,,,,,
6/14/2021,Generac,Smart monitor,1,22,,,,,,
6/14/2021,Guardian,Smart monitor,1,6,,,,,,
6/14/2021,iHome,Smart monitor,1,14,,,,,,
6/14/2021,Lorex,Smart monitor,1,3,,,,,,
6/14/2021,Panasonic,Smart monitor,2,70,,,,,,
6/14/2021,Phyn,Smart monitor,1,23,,,,,,
6/14/2021,Qardio,Smart monitor,1,63,,,,,,
6/14/2021,roost,Smart monitor,1,1,,,,,,
6/14/2021,Scram,Smart monitor,1,31,,,,,,
6/14/2021,Sense,Smart monitor,1,277,,,,,,
6/14/2021,Shelly,Smart monitor,1,3,,,,,,
6/14/2021,Tank Utility,Smart monitor,1,7,,,,,,
6/14/2021,Victron Energy,Smart monitor,1,4,,,,,,
6/14/2021,Wynd,Smart monitor,1,7,,,,,,
6/14/2021,A95X,Smart phone,9,24,,,,,,
6/14/2021,Acer,Smart phone,17,2273,,,,,,
6/14/2021,ADP,Smart phone,7,10,,,,,,
6/14/2021,Alcatel,Smart phone,176,5823,,,,,,
6/14/2021,Amazon,Smart phone,9,440,,,,,,
6/14/2021,Android,Smart phone,9,67,,,,,,
6/14/2021,Aosp,Smart phone,9,506,,,,,,
6/14/2021,Apple,Smart phone,36,1447736,,,,,,
6/14/2021,ASK,Smart phone,5,17,,,,,,
6/14/2021,Asus,Smart phone,73,2253,,,,,,
6/14/2021,Audiovox,Smart phone,7,182,,,,,,
6/14/2021,BlackBerry,Smart phone,12,56,,,,,,
6/14/2021,Blackview,Smart phone,7,21,,,,,,
6/14/2021,Blu,Smart phone,39,166,,,,,,
6/14/2021,Bmobile,Smart phone,5,12,,,,,,
6/14/2021,BNT,Smart phone,6,8,,,,,,
6/14/2021,CAT,Smart phone,34,630,,,,,,
6/14/2021,Cherry Mobile,Smart phone,4,5,,,,,,
6/14/2021,Classic,Smart phone,5,116,,,,,,
6/14/2021,Coolpad,Smart phone,14,709,,,,,,
6/14/2021,CP,Smart phone,13,54,,,,,,
6/14/2021,DoCoMo,Smart phone,26,520,,,,,,
6/14/2021,ELO,Smart phone,5,7,,,,,,
6/14/2021,Evpad,Smart phone,13,85,,,,,,
6/14/2021,Ezze,Smart phone,29,127,,,,,,
6/14/2021,F,Smart phone,19,1305,,,,,,
6/14/2021,Fiio,Smart phone,5,23,,,,,,
6/14/2021,Freetel,Smart phone,9,120,,,,,,
6/14/2021,Fujitsu,Smart phone,39,10389,,,,,,
6/14/2021,Gionee,Smart phone,7,7,,,,,,
6/14/2021,Google,Smart phone,60,32247,,,,,,
6/14/2021,Hisense,Smart phone,17,29,,,,,,
6/14/2021,HP,Smart phone,8,40,,,,,,
6/14/2021,HTC,Smart phone,153,837,,,,,,
6/14/2021,Huawei,Smart phone,515,24686,,,,,,
6/14/2021,Infinix,Smart phone,19,55,,,,,,
6/14/2021,iTel,Smart phone,9,17,,,,,,
6/14/2021,Konka,Smart phone,6,53,,,,,,
6/14/2021,Kyocera,Smart phone,91,12346,,,,,,
6/14/2021,L,Smart phone,10,472,,,,,,
6/14/2021,Lava,Smart phone,6,21,,,,,,
6/14/2021,LC,Smart phone,12,82,,,,,,
6/14/2021,LeEco,Smart phone,11,77,,,,,,
6/14/2021,Lenovo,Smart phone,137,2429,,,,,,
6/14/2021,Letv,Smart phone,10,22,,,,,,
6/14/2021,LG,Smart phone,606,70667,,,,,,
6/14/2021,Logic,Smart phone,6,18,,,,,,
6/14/2021,MaxiSys,Smart phone,7,30,,,,,,
6/14/2021,Medion,Smart phone,15,77,,,,,,
6/14/2021,Meizu,Smart phone,39,120,,,,,,
6/14/2021,Microsoft,Smart phone,13,123,,,,,,
6/14/2021,Motorola,Smart phone,258,40965,,,,,,
6/14/2021,Mpman,Smart phone,9,23,,,,,,
6/14/2021,N,Smart phone,9,23,,,,,,
6/14/2021,NEC,Smart phone,5,5,,,,,,
6/14/2021,NL,Smart phone,5,10,,,,,,
6/14/2021,Nokia,Smart phone,122,1877,,,,,,
6/14/2021,Note,Smart phone,5,11,,,,,,
6/14/2021,NS,Smart phone,9,22,,,,,,
6/14/2021,Oneplus,Smart phone,55,169,,,,,,
6/14/2021,OnePlus,Smart phone,20,6387,,,,,,
6/14/2021,Oppo,Smart phone,92,4721,,,,,,
6/14/2021,OPPO,Smart phone,81,1481,,,,,,
6/14/2021,P,Smart phone,8,83,,,,,,
6/14/2021,Panasonic,Smart phone,13,63,,,,,,
6/14/2021,Pantech,Smart phone,15,89,,,,,,
6/14/2021,Philips,Smart phone,66,2645,,,,,,
6/14/2021,Pyxis,Smart phone,5,211,,,,,,
6/14/2021,Qiuyu,Smart phone,6,18,,,,,,
6/14/2021,Quad,Smart phone,13,90,,,,,,
6/14/2021,Realme,Smart phone,29,216,,,,,,
6/14/2021,RIM,Smart phone,12,217,,,,,,
6/14/2021,Samsung,Smart phone,904,351415,,,,,,
6/14/2021,SH,Smart phone,22,1209,,,,,,
6/14/2021,Shark,Smart phone,5,17,,,,,,
6/14/2021,Sharp,Smart phone,126,33294,,,,,,
6/14/2021,Sony,Smart phone,289,48340,,,,,,
6/14/2021,Sony Ericsson,Smart phone,8,60,,,,,,
6/14/2021,Studio,Smart phone,5,8,,,,,,
6/14/2021,Sugar,Smart phone,15,31,,,,,,
6/14/2021,T-Mobile,Smart phone,8,672,,,,,,
6/14/2021,TAB,Smart phone,8,178,,,,,,
6/14/2021,TCL,Smart phone,43,812,,,,,,
6/14/2021,Tecno Mobile,Smart phone,27,50,,,,,,
6/14/2021,Tone,Smart phone,5,349,,,,,,
6/14/2021,Toshiba,Smart phone,38,328,,,,,,
6/14/2021,Trio,Smart phone,6,12,,,,,,
6/14/2021,TV,Smart phone,6,29,,,,,,
6/14/2021,Ulefone,Smart phone,7,3886,,,,,,
6/14/2021,Ulephone,Smart phone,21,152,,,,,,
6/14/2021,Vivo,Smart phone,146,996,,,,,,
6/14/2021,VK Mobile,Smart phone,16,152,,,,,,
6/14/2021,Vodafone,Smart phone,13,18,,,,,,
6/14/2021,Wiko,Smart phone,16,1005,,,,,,
6/14/2021,X4,Smart phone,6,13,,,,,,
6/14/2021,X96MAX,Smart phone,5,15,,,,,,
6/14/2021,Xiaomi,Smart phone,198,6281,,,,,,
6/14/2021,XQ,Smart phone,11,164,,,,,,
6/14/2021,ZN,Smart phone,5,17,,,,,,
6/14/2021,ZTE,Smart phone,153,4793,,,,,,
6/14/2021,Ambi Climate,Smart remote,1,13,,,,,,
6/14/2021,Broadlink,Smart remote,1,72,,,,,,
6/14/2021,Crestron,Smart remote,1,1,,,,,,
6/14/2021,CyberQ,Smart remote,1,14,,,,,,
6/14/2021,FX Luminaire,Smart remote,1,7,,,,,,
6/14/2021,Hydrawise,Smart remote,1,24,,,,,,
6/14/2021,Moen,Smart remote,1,68,,,,,,
6/14/2021,Neeo,Smart remote,1,9,,,,,,
6/14/2021,Ray,Smart remote,1,1,,,,,,
6/14/2021,Savant,Smart remote,2,36,,,,,,
6/14/2021,Sensibo,Smart remote,1,292,,,,,,
6/14/2021,Sevenhugs,Smart remote,1,24,,,,,,
6/14/2021,Soma,Smart remote,1,11,,,,,,
6/14/2021,URC,Smart remote,1,13,,,,,,
6/14/2021,Xiaomi,Smart remote,1,3,,,,,,
6/14/2021,AT&T,Smoke alarm,1,42,,,,,,
6/14/2021,Exigent,Smoke alarm,1,50,,,,,,
6/14/2021,Google,Smoke alarm,1,5671,,,,,,
6/14/2021,Kidde,Smoke alarm,1,4,,,,,,
6/14/2021,Onelink,Smoke alarm,2,124,,,,,,
6/14/2021,EcoFlow,Solar,1,21,,,,,,
6/14/2021,Enphase,Solar,2,98,,,,,,
6/14/2021,Omnik,Solar,1,2,,,,,,
6/14/2021,SolarCity,Solar,1,68,,,,,,
6/14/2021,SolarEdge,Solar,1,149,,,,,,
6/14/2021,SunPower,Solar,1,68,,,,,,
6/14/2021,Ted,Solar,1,1,,,,,,
6/14/2021,Tesla,Solar,2,111,,,,,,
6/14/2021,Altice,Speaker,1,5,,,,,,
6/14/2021,Amazon,Speaker,2,1019,,,,,,
6/14/2021,Anker,Speaker,1,23,,,,,,
6/14/2021,Apple,Speaker,3,5303,,,,,,
6/14/2021,Audio Pro,Speaker,1,2,,,,,,
6/14/2021,Audiocast,Speaker,1,15,,,,,,
6/14/2021,Baidu,Speaker,1,116,,,,,,
6/14/2021,Bang & Olufsen,Speaker,12,527,,,,,,
6/14/2021,Belkin,Speaker,1,4,,,,,,
6/14/2021,Blackweb,Speaker,1,51,,,,,,
