ts,brand,category,idtype_count,device_cummulative_cnts,,,,,,
6/14/2021,Bluesound,Speaker,5,48,,,,,,
6/14/2021,Bose,Speaker,18,3734,,,,,,
6/14/2021,Bowers & Wilkins,Speaker,5,25,,,,,,
6/14/2021,Bowers&Wilkins,Speaker,1,3,,,,,,
6/14/2021,Cavalier,Speaker,2,13,,,,,,
6/14/2021,Clova,Speaker,1,58,,,,,,
6/14/2021,Control4,Speaker,1,5,,,,,,
6/14/2021,Creative,Speaker,1,4,,,,,,
6/14/2021,Denon,Speaker,9,186,,,,,,
6/14/2021,Devialet,Speaker,4,15,,,,,,
6/14/2021,eufy,Speaker,1,17,,,,,,
6/14/2021,Fabriq,Speaker,1,7,,,,,,
6/14/2021,GGMM,Speaker,1,2,,,,,,
6/14/2021,GoHawk,Speaker,1,4,,,,,,
6/14/2021,Google,Speaker,1,506,,,,,,
6/14/2021,Harman Kardon,Speaker,8,131,,,,,,
6/14/2021,Ilive,Speaker,1,67,,,,,,
6/14/2021,iLive,Speaker,2,10,,,,,,
6/14/2021,Invoxia,Speaker,1,5,,,,,,
6/14/2021,JBL,Speaker,2,36,,,,,,
6/14/2021,Kef,Speaker,1,5,,,,,,
6/14/2021,KEF,Speaker,1,3,,,,,,
6/14/2021,LG,Speaker,1,77,,,,,,
6/14/2021,Logitech,Speaker,5,116,,,,,,
6/14/2021,Marantz,Speaker,1,7,,,,,,
6/14/2021,Marshall,Speaker,3,24,,,,,,
6/14/2021,Polaroid,Speaker,1,2,,,,,,
6/14/2021,Polk Audio,Speaker,2,6,,,,,,
6/14/2021,Riva,Speaker,1,4,,,,,,
6/14/2021,Roberts,Speaker,2,2,,,,,,
6/14/2021,Roku,Speaker,1,99,,,,,,
6/14/2021,Russound,Speaker,2,17,,,,,,
6/14/2021,Samsung,Speaker,15,297,,,,,,
6/14/2021,Sharper Image,Speaker,2,8,,,,,,
6/14/2021,Sonos,Speaker,27,28328,,,,,,
6/14/2021,Sony,Speaker,1,129,,,,,,
6/14/2021,Tmall,Speaker,1,54,,,,,,
6/14/2021,VARO,Speaker,2,8,,,,,,
6/14/2021,Vizio,Speaker,1,176,,,,,,
6/14/2021,Yamaha,Speaker,1,312,,,,,,
6/14/2021,Yoto,Speaker,1,25,,,,,,
6/14/2021,Zolo,Speaker,1,5,,,,,,
6/14/2021,Blossom,Sprinkler,1,16,,,,,,
6/14/2021,Melnor,Sprinkler,1,15,,,,,,
6/14/2021,Orbit Irrigation,Sprinkler,1,1378,,,,,,
6/14/2021,Rachio,Sprinkler,1,1681,,,,,,
6/14/2021,RainMachine,Sprinkler,1,95,,,,,,
6/14/2021,Scotts,Sprinkler,1,13,,,,,,
6/14/2021,Skydrop,Sprinkler,1,30,,,,,,
6/14/2021,100015685,Tablet,2,169,,,,,,
6/14/2021,??tv,Tablet,1,1,,,,,,
6/14/2021,7DRK,Tablet,1,3,,,,,,
6/14/2021,8227L,Tablet,1,1,,,,,,
6/14/2021,8H94A,Tablet,1,1,,,,,,
6/14/2021,8S88H,Tablet,1,1,,,,,,
6/14/2021,8S89H,Tablet,1,1,,,,,,
6/14/2021,A,Tablet,1,1,,,,,,
6/14/2021,A1,Tablet,1,1,,,,,,
6/14/2021,A1000,Tablet,1,1,,,,,,
6/14/2021,A64,Tablet,1,1,,,,,,
6/14/2021,A8202,Tablet,1,3,,,,,,
6/14/2021,A94GT,Tablet,2,9,,,,,,
6/14/2021,A95X,Tablet,3,4,,,,,,
6/14/2021,Abox,Tablet,1,1,,,,,,
6/14/2021,Acer,Tablet,19,130,,,,,,
6/14/2021,ADP,Tablet,3,3,,,,,,
6/14/2021,Affix,Tablet,1,1,,,,,,
6/14/2021,Aila,Tablet,1,55,,,,,,
6/14/2021,Ainol,Tablet,1,1,,,,,,
6/14/2021,AIO,Tablet,1,1,,,,,,
6/14/2021,Alcatel,Tablet,15,484,,,,,,
6/14/2021,Allwinner,Tablet,2,2,,,,,,
6/14/2021,Amazon,Tablet,31,76493,,,,,,
6/14/2021,Aosp,Tablet,2,2,,,,,,
6/14/2021,Apple,Tablet,30,344719,,,,,,
6/14/2021,ASUS,Tablet,3,5,,,,,,
6/14/2021,Asus,Tablet,33,1742,,,,,,
6/14/2021,AT7,Tablet,1,2,,,,,,
6/14/2021,Atvxperience,Tablet,1,1,,,,,,
6/14/2021,Azpen,Tablet,2,112,,,,,,
6/14/2021,B,Tablet,1,1,,,,,,
6/14/2021,B1,Tablet,1,1,,,,,,
6/14/2021,B2,Tablet,1,1,,,,,,
6/14/2021,Barnes & Noble,Tablet,12,377,,,,,,
6/14/2021,Barnes and Noble,Tablet,1,7,,,,,,
6/14/2021,BDF,Tablet,1,419,,,,,,
6/14/2021,Bittium,Tablet,1,1,,,,,,
6/14/2021,BlackBerry,Tablet,6,49,,,,,,
6/14/2021,Blackberry,Tablet,1,1,,,,,,
6/14/2021,Blu,Tablet,1,29,,,,,,
6/14/2021,BNT,Tablet,5,9,,,,,,
6/14/2021,Bosstv,Tablet,2,5,,,,,,
6/14/2021,bq,Tablet,1,1,,,,,,
6/14/2021,BSL,Tablet,1,1,,,,,,
6/14/2021,BX,Tablet,1,1,,,,,,
6/14/2021,BYT,Tablet,1,1,,,,,,
6/14/2021,C49F4442,Tablet,1,4,,,,,,
6/14/2021,C800,Tablet,1,1,,,,,,
6/14/2021,Camelio,Tablet,1,1,,,,,,
6/14/2021,CAT,Tablet,9,140,,,,,,
6/14/2021,CBB,Tablet,1,1,,,,,,
6/14/2021,CDN,Tablet,1,1,,,,,,
6/14/2021,Chuwi,Tablet,1,80,,,,,,
6/14/2021,CM201,Tablet,1,1,,,,,,
6/14/2021,CnM,Tablet,1,1,,,,,,
6/14/2021,Coby Kyros,Tablet,1,1,,,,,,
6/14/2021,Control4,Tablet,2,11,,,,,,
6/14/2021,Cortex,Tablet,1,1,,,,,,
6/14/2021,Craig,Tablet,2,22,,,,,,
6/14/2021,Cube,Tablet,2,2,,,,,,
6/14/2021,CX,Tablet,1,1,,,,,,
6/14/2021,D,Tablet,2,109,,,,,,
6/14/2021,D43A214,Tablet,1,1,,,,,,
6/14/2021,Danew,Tablet,1,11,,,,,,
6/14/2021,Dell,Tablet,6,24,,,,,,
6/14/2021,Delphin,Tablet,1,68,,,,,,
6/14/2021,Digiland,Tablet,2,10,,,,,,
6/14/2021,Dmtab,Tablet,3,5,,,,,,
6/14/2021,Dnetsmart,Tablet,1,1,,,,,,
6/14/2021,Douzhanggui,Tablet,1,1,,,,,,
6/14/2021,Dragon,Tablet,1,1,,,,,,
6/14/2021,Drcc,Tablet,1,1,,,,,,
6/14/2021,DV,Tablet,1,2,,,,,,
6/14/2021,Eagle,Tablet,1,1,,,,,,
6/14/2021,Echtablet,Tablet,1,1,,,,,,
6/14/2021,ECS,Tablet,2,2,,,,,,
6/14/2021,Eight,Tablet,1,1,,,,,,
6/14/2021,Element,Tablet,1,1,,,,,,
6/14/2021,EM,Tablet,1,1,,,,,,
6/14/2021,Ematic,Tablet,2,57,,,,,,
6/14/2021,Emdoor,Tablet,1,1,,,,,,
6/14/2021,Energy Sistem,Tablet,2,4,,,,,,
6/14/2021,Epik,Tablet,1,19,,,,,,
6/14/2021,Essential Products,Tablet,1,1,,,,,,
6/14/2021,EUT110,Tablet,1,1,,,,,,
6/14/2021,EV,Tablet,3,3,,,,,,
6/14/2021,EVB3561SV,Tablet,1,1,,,,,,
6/14/2021,Evbox,Tablet,1,1,,,,,,
6/14/2021,Evpad,Tablet,5,7,,,,,,
6/14/2021,F,Tablet,3,9,,,,,,
6/14/2021,Facebook,Tablet,3,2618,,,,,,
6/14/2021,Foren,Tablet,1,4,,,,,,
6/14/2021,Fujitsu,Tablet,9,1277,,,,,,
6/14/2021,FUSION5,Tablet,1,1,,,,,,
6/14/2021,G,Tablet,1,1,,,,,,
6/14/2021,G101,Tablet,1,3,,,,,,
6/14/2021,GD,Tablet,1,1,,,,,,
6/14/2021,Gecoo,Tablet,1,7,,,,,,
6/14/2021,Gigaset,Tablet,1,27,,,,,,
6/14/2021,GL,Tablet,1,2,,,,,,
6/14/2021,Glbox,Tablet,1,3,,,,,,
6/14/2021,Global,Tablet,1,1,,,,,,
6/14/2021,Google,Tablet,7,2105,,,,,,
6/14/2021,GWAT10,Tablet,1,6,,,,,,
6/14/2021,GWAT8,Tablet,1,1,,,,,,
6/14/2021,H10,Tablet,1,5,,,,,,
6/14/2021,H6,Tablet,1,1,,,,,,
6/14/2021,HB,Tablet,1,13,,,,,,
6/14/2021,HI10,Tablet,1,1,,,,,,
,Hibox,Tablet,1,1,,,,,,
6/14/2021,Hisense,Tablet,4,6,,,,,,
6/14/2021,HK1,Tablet,2,4,,,,,,
6/14/2021,HL,Tablet,1,1,,,,,,
6/14/2021,HLQ,Tablet,2,2,,,,,,
6/14/2021,Hoozo,Tablet,1,1,,,,,,
6/14/2021,HP,Tablet,18,51,,,,,,
6/14/2021,HTC,Tablet,1,77,,,,,,
6/14/2021,HTV,Tablet,1,1,,,,,,
6/14/2021,Huawei,Tablet,35,8796,,,,,,
6/14/2021,HX,Tablet,1,1,,,,,,
6/14/2021,Hybrid,Tablet,1,12,,,,,,
6/14/2021,I,Tablet,1,1,,,,,,
6/14/2021,I10,Tablet,1,1,,,,,,
6/14/2021,Icraig,Tablet,1,1,,,,,,
6/14/2021,iFit,Tablet,1,16,,,,,,
6/14/2021,IMS,Tablet,1,1,,,,,,
6/14/2021,Intel,Tablet,1,63,,,,,,
6/14/2021,IOT,Tablet,1,15,,,,,,
6/14/2021,Iplay,Tablet,2,9,,,,,,
6/14/2021,Irulu,Tablet,1,1,,,,,,
6/14/2021,Itel,Tablet,1,1,,,,,,
6/14/2021,iView,Tablet,1,2,,,,,,
6/14/2021,JADOO4,Tablet,1,2,,,,,,
6/14/2021,JAY-Tech,Tablet,1,1,,,,,,
6/14/2021,JHT,Tablet,1,1,,,,,,
6/14/2021,JT07,Tablet,1,1,,,,,,
6/14/2021,JT10,Tablet,2,5,,,,,,
6/14/2021,K8,Tablet,1,1,,,,,,
6/14/2021,K960N,Tablet,1,1,,,,,,
6/14/2021,KI,Tablet,1,1,,,,,,
6/14/2021,KIDS705,Tablet,1,1,,,,,,
6/14/2021,KingPad,Tablet,3,3,,,,,,
6/14/2021,KK,Tablet,1,2,,,,,,
6/14/2021,Kocaso,Tablet,2,2,,,,,,
6/14/2021,Koral,Tablet,1,2,,,,,,
6/14/2021,KPD7BV4,Tablet,1,1,,,,,,
6/14/2021,KTE,Tablet,1,92,,,,,,
6/14/2021,KTV,Tablet,1,1,,,,,,
6/14/2021,Kukele,Tablet,1,1,,,,,,
6/14/2021,Kurio,Tablet,1,193,,,,,,
6/14/2021,Kyocera,Tablet,5,4624,,,,,,
6/14/2021,Lavie,Tablet,5,23,,,,,,
6/14/2021,Lavietab,Tablet,4,26,,,,,,
6/14/2021,LC,Tablet,2,2,,,,,,
6/14/2021,LCD,Tablet,1,2,,,,,,
6/14/2021,Le Pan,Tablet,1,16,,,,,,
6/14/2021,LeapFrog,Tablet,2,228,,,,,,
6/14/2021,Leapfrog,Tablet,2,96,,,,,,
6/14/2021,Lenovo,Tablet,58,1852,,,,,,
6/14/2021,Letv,Tablet,1,3,,,,,,
6/14/2021,LG,Tablet,9,448,,,,,,
6/14/2021,LGE,Tablet,1,327,,,,,,
6/14/2021,Likebook,Tablet,2,2,,,,,,
6/14/2021,Linsay,Tablet,1,1,,,,,,
6/14/2021,LT,Tablet,1,13,,,,,,
6/14/2021,LZN,Tablet,1,1,,,,,,
6/14/2021,M10,Tablet,2,2,,,,,,
6/14/2021,M40,Tablet,1,1,,,,,,
6/14/2021,M7600,Tablet,1,1,,,,,,
6/14/2021,M8,Tablet,1,1,,,,,,
6/14/2021,M8S,Tablet,1,1,,,,,,
6/14/2021,M9C,Tablet,1,1,,,,,,
6/14/2021,MaiTai,Tablet,1,96,,,,,,
6/14/2021,MAL,Tablet,1,13,,,,,,
6/14/2021,Manjee,Tablet,1,24,,,,,,
6/14/2021,Manta,Tablet,1,3,,,,,,
6/14/2021,Manta Multimedia,Tablet,1,1,,,,,,
6/14/2021,Marquis,Tablet,1,1,,,,,,
6/14/2021,Mastv,Tablet,1,2,,,,,,
6/14/2021,MAX,Tablet,1,9,,,,,,
6/14/2021,Maximus,Tablet,1,3,,,,,,
6/14/2021,MaxiSys,Tablet,2,2,,,,,,
6/14/2021,MediaTek,Tablet,2,191,,,,,,
6/14/2021,Mediatek,Tablet,1,13,,,,,,
6/14/2021,Medion,Tablet,11,44,,,,,,
6/14/2021,Meizu,Tablet,11,24,,,,,,
6/14/2021,MF0300,Tablet,1,1,,,,,,
6/14/2021,Microsoft,Tablet,51,2477,,,,,,
6/14/2021,MID,Tablet,2,2,,,,,,
6/14/2021,MINIM8S,Tablet,1,1,,,,,,
6/14/2021,Mitraveler,Tablet,1,1,,,,,,
6/14/2021,Motorola,Tablet,8,35,,,,,,
6/14/2021,MSM8953,Tablet,1,2,,,,,,
6/14/2021,MT,Tablet,2,6,,,,,,
6/14/2021,MW22,Tablet,1,2,,,,,,
6/14/2021,Mygica,Tablet,2,2,,,,,,
6/14/2021,N106,Tablet,1,1,,,,,,
6/14/2021,NABI,Tablet,1,15,,,,,,
6/14/2021,NABI2,Tablet,1,1,,,,,,
6/14/2021,Naxa,Tablet,1,3,,,,,,
6/14/2021,NEC,Tablet,2,689,,,,,,
6/14/2021,NEW,Tablet,1,1,,,,,,
6/14/2021,Nexbox,Tablet,1,1,,,,,,
6/14/2021,Nexsmart,Tablet,1,1,,,,,,
6/14/2021,NextBook,Tablet,4,28,,,,,,
6/14/2021,Nextbook,Tablet,3,25,,,,,,
6/14/2021,NID,Tablet,4,12,,,,,,
6/14/2021,Notepad,Tablet,1,65,,,,,,
6/14/2021,NS,Tablet,4,7,,,,,,
6/14/2021,NVidia,Tablet,1,2,,,,,,
6/14/2021,Nvidia,Tablet,2,4,,,,,,
6/14/2021,OBE,Tablet,1,1,,,,,,
6/14/2021,Oneplus,Tablet,1,2,,,,,,
6/14/2021,ONN,Tablet,1,1,,,,,,
6/14/2021,Onn,Tablet,9,620,,,,,,
6/14/2021,Oplink,Tablet,1,8,,,,,,
6/14/2021,OPPO,Tablet,1,4,,,,,,
6/14/2021,P,Tablet,1,1,,,,,,
6/14/2021,P11,Tablet,1,1,,,,,,
6/14/2021,P212,Tablet,1,1,,,,,,
6/14/2021,P709,Tablet,1,1,,,,,,
6/14/2021,P80,Tablet,2,7,,,,,,
6/14/2021,P80X,Tablet,2,9,,,,,,
6/14/2021,P88,Tablet,1,1,,,,,,
6/14/2021,P9,Tablet,1,2,,,,,,
6/14/2021,PAD,Tablet,1,2,,,,,,
6/14/2021,PBS Kids,Tablet,1,65,,,,,,
6/14/2021,PC,Tablet,3,9,,,,,,
6/14/2021,Pendoo,Tablet,4,8,,,,,,
6/14/2021,PicassoTab,Tablet,1,4,,,,,,
6/14/2021,Pioneer,Tablet,1,5,,,,,,
6/14/2021,Ployer,Tablet,1,1,,,,,,
6/14/2021,Polaroid,Tablet,1,1,,,,,,
6/14/2021,Pomelo,Tablet,1,1,,,,,,
6/14/2021,Popin,Tablet,3,111,,,,,,
6/14/2021,ProScan,Tablet,7,308,,,,,,
6/14/2021,PVT,Tablet,1,1,,,,,,
6/14/2021,Q201,Tablet,1,6,,,,,,
6/14/2021,Qere,Tablet,1,16,,,,,,
6/14/2021,QT,Tablet,1,2,,,,,,
6/14/2021,Quad,Tablet,3,11,,,,,,
6/14/2021,RCA,Tablet,1,6,,,,,,
6/14/2021,RCA Tablets,Tablet,70,1374,,,,,,
6/14/2021,RealPad,Tablet,1,2,,,,,,
6/14/2021,Remarkable,Tablet,1,412,,,,,,
6/14/2021,RIM,Tablet,1,1,,,,,,
6/14/2021,RK3128,Tablet,1,1,,,,,,
6/14/2021,RK322X,Tablet,1,1,,,,,,
6/14/2021,RK3368,Tablet,1,2,,,,,,
6/14/2021,S900,Tablet,1,2,,,,,,
6/14/2021,Sabresd,Tablet,3,6,,,,,,
6/14/2021,Samsung,Tablet,264,64704,,,,,,
6/14/2021,Sanyo,Tablet,2,4633,,,,,,
6/14/2021,SC,Tablet,2,7,,,,,,
6/14/2021,Scepter,Tablet,1,12,,,,,,
6/14/2021,SDPF1095,Tablet,1,1,,,,,,
6/14/2021,Sharp,Tablet,4,242,,,,,,
6/14/2021,Skystream,Tablet,1,1,,,,,,
6/14/2021,Skyworth,Tablet,2,2,,,,,,
6/14/2021,Slate,Tablet,1,31,,,,,,
6/14/2021,Smartab,Tablet,1,5,,,,,,
6/14/2021,Smartak,Tablet,1,200,,,,,,
6/14/2021,SNB02,Tablet,1,2,,,,,,
6/14/2021,SoftwinerEvb,Tablet,1,78,,,,,,
6/14/2021,Sony,Tablet,26,2292,,,,,,
6/14/2021,SP9853I,Tablet,1,3,,,,,,
6/14/2021,Sprout Channel,Tablet,1,4,,,,,,
6/14/2021,SuperBox,Tablet,2,6,,,,,,
6/14/2021,SuperSonic,Tablet,23,324,,,,,,
6/14/2021,SuperStream,Tablet,1,1,,,,,,
6/14/2021,Sylvania,Tablet,1,8,,,,,,
6/14/2021,SZJ,Tablet,3,51,,,,,,
6/14/2021,T10,Tablet,1,2,,,,,,
6/14/2021,T30,Tablet,1,1,,,,,,
6/14/2021,T6,Tablet,1,1,,,,,,
6/14/2021,T702,Tablet,1,1,,,,,,
6/14/2021,T7K,Tablet,1,3,,,,,,
6/14/2021,T8,Tablet,1,2,,,,,,
6/14/2021,T96,Tablet,1,1,,,,,,
6/14/2021,TA2C,Tablet,1,12,,,,,,
6/14/2021,TAB,Tablet,7,451,,,,,,
6/14/2021,Tagital,Tablet,1,12,,,,,,
6/14/2021,TangoTab,Tablet,1,2,,,,,,
6/14/2021,Tanoshi,Tablet,1,4,,,,,,
6/14/2021,TCC893X,Tablet,1,7,,,,,,
6/14/2021,TCL,Tablet,1,14,,,,,,
6/14/2021,TCT,Tablet,1,6,,,,,,
6/14/2021,TCT (Alcatel),Tablet,1,3,,,,,,
6/14/2021,TCT Mobile Limited (Alcatel),Tablet,1,37,,,,,,
6/14/2021,TDP,Tablet,1,1,,,,,,
6/14/2021,Teclast,Tablet,1,2,,,,,,
6/14/2021,Tesco,Tablet,1,1,,,,,,
6/14/2021,THE,Tablet,1,1,,,,,,
6/14/2021,TK,Tablet,1,1,,,,,,
6/14/2021,TMC800,Tablet,1,1,,,,,,
6/14/2021,Tone,Tablet,1,1,,,,,,
6/14/2021,Toshiba,Tablet,7,41,,,,,,
6/14/2021,TP9,Tablet,1,1,,,,,,
6/14/2021,Transpeed,Tablet,3,5,,,,,,
6/14/2021,Trimble,Tablet,1,11,,,,,,
6/14/2021,Trio,Tablet,4,5,,,,,,
6/14/2021,TS,Tablet,1,2,,,,,,
6/14/2021,TTBKB10,Tablet,1,1,,,,,,
6/14/2021,TV,Tablet,1,7,,,,,,
6/14/2021,TV638,Tablet,1,1,,,,,,
6/14/2021,Tvbox,Tablet,1,2,,,,,,
6/14/2021,Twifi,Tablet,1,4,,,,,,
6/14/2021,UBOX4,Tablet,1,4,,,,,,
6/14/2021,V,Tablet,1,1,,,,,,
6/14/2021,Vankyo,Tablet,2,22,,,,,,
6/14/2021,Verizon,Tablet,6,932,,,,,,
6/14/2021,Verizon Wireless,Tablet,1,3,,,,,,
6/14/2021,ViewSonic,Tablet,2,2,,,,,,
6/14/2021,Visual Land,Tablet,2,31,,,,,,
6/14/2021,VL,Tablet,2,2,,,,,,
6/14/2021,VW,Tablet,1,1,,,,,,
6/14/2021,W801,Tablet,1,1,,,,,,
6/14/2021,WD,Tablet,1,1,,,,,,
6/14/2021,Westgate,Tablet,1,1,,,,,,
6/14/2021,Wiko,Tablet,1,1,,,,,,
6/14/2021,WIKO,Tablet,1,10,,,,,,
6/14/2021,Wolder,Tablet,1,2,,,,,,
6/14/2021,Wopad,Tablet,1,1,,,,,,
6/14/2021,X,Tablet,1,1,,,,,,
6/14/2021,X4,Tablet,2,3,,,,,,
6/14/2021,X6,Tablet,1,3,,,,,,
6/14/2021,X7,Tablet,1,1,,,,,,
6/14/2021,X88PRO10,Tablet,1,1,,,,,,
6/14/2021,X92,Tablet,1,3,,,,,,
6/14/2021,X96H,Tablet,1,1,,,,,,
6/14/2021,X96MAX,Tablet,3,6,,,,,,
6/14/2021,XB,Tablet,1,1,,,,,,
6/14/2021,Xiaomi,Tablet,2,17,,,,,,
6/14/2021,XPL,Tablet,2,11,,,,,,
6/14/2021,XRS,Tablet,1,2,,,,,,
6/14/2021,Y88X,Tablet,1,5,,,,,,
6/14/2021,Yes,Tablet,1,1,,,,,,
6/14/2021,YF,Tablet,1,14,,,,,,
6/14/2021,YQ,Tablet,1,1,,,,,,
6/14/2021,Yuntab,Tablet,1,15,,,,,,
6/14/2021,Yutmart,Tablet,2,3,,,,,,
6/14/2021,YY,Tablet,1,1,,,,,,
6/14/2021,Z6,Tablet,1,5,,,,,,
6/14/2021,Zebra,Tablet,1,8,,,,,,
6/14/2021,Zidoo,Tablet,1,1,,,,,,
6/14/2021,ZKT,Tablet,1,1,,,,,,
6/14/2021,Zonko,Tablet,1,7,,,,,,
6/14/2021,ZTE,Tablet,4,304,,,,,,
6/14/2021,Zync,Tablet,1,1,,,,,,
6/14/2021,Aprilaire,Thermostat,5,78,,,,,,
6/14/2021,Bosch,Thermostat,2,29,,,,,,
6/14/2021,Danfoss Link,Thermostat,1,2,,,,,,
6/14/2021,ecobee,Thermostat,1,8802,,,,,,
6/14/2021,Flair,Thermostat,1,26,,,,,,
6/14/2021,Google,Thermostat,1,20385,,,,,,
6/14/2021,Honeywell,Thermostat,1,8988,,,,,,
6/14/2021,iDevices,Thermostat,1,37,,,,,,
6/14/2021,Johnson Controls,Thermostat,1,22,,,,,,
6/14/2021,Lux,Thermostat,1,26,,,,,,
6/14/2021,Mysa,Thermostat,1,530,,,,,,
6/14/2021,nVent,Thermostat,1,214,,,,,,
6/14/2021,Pro1,Thermostat,1,60,,,,,,
6/14/2021,Radio,Thermostat,1,63,,,,,,
6/14/2021,Sensi,Thermostat,1,1380,,,,,,
6/14/2021,Trane,Thermostat,1,1164,,,,,,
6/14/2021,Adams,TV,1,1,,,,,,
6/14/2021,AerynAmelia,TV,1,1,,,,,,
6/14/2021,Airties,TV,1,3,,,,,,
6/14/2021,AKAI,TV,1,1,,,,,,
6/14/2021,Amazon,TV,8,30909,,,,,,
6/14/2021,Angies,TV,1,1,,,,,,
6/14/2021,Apache,TV,1,9,,,,,,
6/14/2021,Apartment,TV,1,1,,,,,,
6/14/2021,Apple,TV,3,136,,,,,,
6/14/2021,Arielle,TV,1,1,,,,,,
6/14/2021,ARRIS,TV,8,20,,,,,,
6/14/2021,AW,TV,1,1,,,,,,
6/14/2021,AZTCL,TV,1,1,,,,,,
6/14/2021,Babies,TV,1,1,,,,,,
6/14/2021,Bang & Olufsen,TV,2,3,,,,,,
6/14/2021,Bedroom,TV,1,1,,,,,,
6/14/2021,Bethro,TV,1,1,,,,,,
6/14/2021,BlackBerry,TV,1,2,,,,,,
6/14/2021,Brady,TV,1,1,,,,,,
6/14/2021,Cals,TV,1,1,,,,,,
6/14/2021,Cornys,TV,1,1,,,,,,
6/14/2021,Crystals,TV,1,1,,,,,,
6/14/2021,D,TV,1,1,,,,,,
6/14/2021,DaJanays,TV,1,1,,,,,,
6/14/2021,DCCTCL,TV,1,1,,,,,,
6/14/2021,Den,TV,1,1,,,,,,
6/14/2021,Dons,TV,1,1,,,,,,
6/14/2021,Dune HD,TV,1,12,,,,,,
6/14/2021,Dylans,TV,1,1,,,,,,
6/14/2021,Earle,TV,1,1,,,,,,
6/14/2021,Element,TV,10,1288,,,,,,
6/14/2021,ELEMENT,TV,1,6,,,,,,
6/14/2021,Emmas,TV,1,1,,,,,,
6/14/2021,Evans,TV,1,1,,,,,,
6/14/2021,ExpressLuck,TV,1,2,,,,,,
6/14/2021,Funai,TV,8,46,,,,,,
6/14/2021,Graysons,TV,1,1,,,,,,
6/14/2021,Gypsy,TV,1,1,,,,,,
6/14/2021,Haier,TV,8,21,,,,,,
6/14/2021,Haque,TV,1,1,,,,,,
6/14/2021,Hisense,TV,30,21046,,,,,,
6/14/2021,HiSense,TV,1,1,,,,,,
6/14/2021,Hitachi,TV,10,492,,,,,,
6/14/2021,HITACHI,TV,4,39,,,,,,
6/14/2021,Holleys,TV,1,1,,,,,,
6/14/2021,Humax,TV,1,1,,,,,,
6/14/2021,inch,TV,1,1,,,,,,
6/14/2021,InFocus,TV,1,4,,,,,,
6/14/2021,Insignia,TV,12,1890,,,,,,
6/14/2021,Jacks,TV,1,2,,,,,,
6/14/2021,Janee,TV,1,1,,,,,,
6/14/2021,Janies,TV,1,1,,,,,,
6/14/2021,Jaxson,TV,1,1,,,,,,
6/14/2021,jazmos,TV,1,1,,,,,,
6/14/2021,Jcom,TV,1,1,,,,,,
6/14/2021,Jeannas,TV,1,1,,,,,,
6/14/2021,Johns,TV,1,1,,,,,,
6/14/2021,JVC,TV,10,447,,,,,,
6/14/2021,kenslies,TV,1,1,,,,,,
6/14/2021,Kerstins,TV,1,1,,,,,,
6/14/2021,KIDS,TV,1,1,,,,,,
6/14/2021,Kinhsiahh,TV,1,1,,,,,,
6/14/2021,Kotas,TV,1,1,,,,,,
6/14/2021,LeapFrog,TV,1,34,,,,,,
6/14/2021,LeEco,TV,1,2,,,,,,
6/14/2021,Lexis,TV,1,1,,,,,,
6/14/2021,LG,TV,9,41648,,,,,,
6/14/2021,LG Android TV,TV,1,1,,,,,,
6/14/2021,Livingroom,TV,1,1,,,,,,
6/14/2021,Lydias,TV,1,1,,,,,,
6/14/2021,Mads,TV,1,1,,,,,,
6/14/2021,Magnavox,TV,6,126,,,,,,
6/14/2021,MasterBedroom,TV,1,1,,,,,,
6/14/2021,MeganInsignia,TV,1,1,,,,,,
6/14/2021,MegatronsTCL,TV,1,1,,,,,,
6/14/2021,Mias,TV,1,1,,,,,,
6/14/2021,Microsoft,TV,1,3,,,,,,
6/14/2021,MJ,TV,1,1,,,,,,
6/14/2021,MJOnn,TV,1,1,,,,,,
6/14/2021,Mobile,TV,1,1,,,,,,
6/14/2021,My,TV,1,1,,,,,,
6/14/2021,Netflix,TV,1,4,,,,,,
6/14/2021,Nflxso,TV,1,1,,,,,,
6/14/2021,Nicolas,TV,1,1,,,,,,
6/14/2021,Office,TV,1,1,,,,,,
6/14/2021,Olivers,TV,1,1,,,,,,
6/14/2021,On,TV,1,1,,,,,,
6/14/2021,onn,TV,15,5748,,,,,,
6/14/2021,Onn,TV,10,3704,,,,,,
6/14/2021,osewnn,TV,1,1,,,,,,
6/14/2021,Paetyns,TV,1,1,,,,,,
6/14/2021,Panasonic,TV,20,7734,,,,,,
6/14/2021,Pat,TV,1,1,,,,,,
6/14/2021,Philips,TV,29,5244,,,,,,
6/14/2021,PhilipSB,TV,1,1,,,,,,
6/14/2021,Phillips,TV,2,4,,,,,,
6/14/2021,PlainsTCL,TV,1,2,,,,,,
6/14/2021,PlayRoom,TV,1,1,,,,,,
6/14/2021,Polaroid,TV,2,36,,,,,,
6/14/2021,Qilive,TV,1,1,,,,,,
6/14/2021,R,TV,1,1,,,,,,
6/14/2021,RCA,TV,12,529,,,,,,
6/14/2021,RiansInsignia,TV,1,1,,,,,,
6/14/2021,Rikomagic,TV,2,9,,,,,,
6/14/2021,Rods,TV,1,1,,,,,,
6/14/2021,Roku,TV,1,10254,,,,,,
6/14/2021,Sams,TV,1,1,,,,,,
6/14/2021,Samsung,TV,437,101847,,,,,,
6/14/2021,Sanyo,TV,8,802,,,,,,
6/14/2021,Sarah,TV,1,1,,,,,,
6/14/2021,SasatactGuam,TV,1,1,,,,,,
